,<= 0,Lo 30,Med 40,Hi 30,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec-02,Dec-03,Dec-04,Dec-05,Dec-06,Dec-07,Dec-08,Dec-09,Hi 10
200602,-99.99,0.06,-0.57,0.1,0.1,-0.51,-0.59,-0.02,0.1,1.22,-0.93,-0.01,-0.96,-0.82,-0.42,-0.36,0.19,-0.49,0.23
200603,-99.99,4.87,3.6,1.37,4.96,4.63,3.87,2.71,1.23,5.3,4.65,4.7,4.56,4.91,3.06,2.78,2.67,1.58,1.15
200604,-99.99,0.51,0.92,1.16,0.05,0.86,0.38,1.06,1.22,0.33,-0.2,1.39,0.38,0.6,0.21,1.87,0.56,1.43,1.17
200605,-99.99,-5.64,-4.53,-2.55,-5.93,-5.12,-4.61,-3.57,-2.48,-5.84,-6.02,-5.07,-5.16,-6.3,-3.28,-4.13,-3.22,-3.54,-2.23
200606,-99.99,-0.57,-0.31,0.16,-0.85,0.11,-0.21,-0.77,0.26,-1.26,-0.47,-0.04,0.24,0.07,-0.43,-0.69,-0.82,0.85,0.13
200607,-99.99,-3.75,-3.95,0.35,-3.76,-3.76,-3.68,-3.29,0.65,-3.58,-3.93,-3.75,-3.78,-3.87,-3.51,-4.42,-2.64,-1.01,1.04
200608,-99.99,3.09,2.13,2.38,2.79,2.97,2.39,2.16,2.37,2.13,3.45,3.75,2.36,2.44,2.35,1.63,2.46,2.19,2.41
200609,-99.99,0.89,1.29,2.5,0.58,1.12,0.99,1.71,2.59,0.85,0.31,1.56,0.78,1.23,0.78,1.98,1.55,1.96,2.74
200610,-99.99,5.83,4.42,3.37,5.85,5.53,4.71,4.15,3.26,5.31,6.39,5.78,5.33,4.93,4.51,3.56,4.47,3.45,3.21
200611,-99.99,2.53,3.73,1.91,2.34,2.59,3.98,3.87,1.73,2.48,2.21,2.92,2.32,3.87,4.08,4.1,3.75,3,1.44
200612,-99.99,1.15,0.35,1.37,1.86,-0.01,0.32,0.24,1.49,2.38,1.36,-0.38,0.29,0.22,0.41,0.43,0.13,0.06,1.81
200701,-99.99,1.44,2.9,1.69,1.16,1.78,2.88,3.29,1.54,1.56,0.77,2.05,1.56,2.78,2.96,3.59,3.12,2.85,1.25
200702,-99.99,-0.56,0.32,-1.95,-0.68,-0.32,0.7,0.05,-2.15,-0.46,-0.9,-0.29,-0.34,0.42,0.93,0.11,0.02,0.28,-2.7
200703,-99.99,0.87,1.53,1.14,0.79,0.61,2.1,1.11,1.15,0.82,0.77,1.04,0.27,2.75,1.56,1.35,0.98,1.05,1.18
200704,-99.99,1.62,3.54,4.35,1.48,1.98,3.74,4.29,4.34,1.86,1.09,1.93,2.02,3.35,4.07,3.97,4.47,3.95,4.43
200705,-99.99,3.05,4.81,3.49,2.84,3.75,5.49,4.18,3.42,2.25,3.43,3.52,3.95,5.4,5.56,4.27,4.13,3.29,3.45
200706,-99.99,-0.58,-1.28,-1.64,-0.17,-1.73,-0.79,-1.79,-1.61,-0.36,0.02,-1.47,-1.94,-0.95,-0.66,-1.65,-1.87,-1.44,-1.65
200707,-99.99,-6.7,-4.9,-2.87,-6.7,-6.35,-4.71,-4.6,-2.7,-6.06,-7.36,-6.69,-6.06,-4.99,-4.47,-4.59,-4.6,-2.85,-2.66
200708,-99.99,0.77,0.11,1.55,-0.11,1.88,0.22,-0.01,1.67,-1.51,1.36,2.47,1.38,1.55,-0.92,-0.67,0.39,-0.24,2.11
200709,-99.99,1.24,2.44,3.84,1.37,1.14,2.74,2.58,3.97,1.73,1.01,0.99,1.27,2.16,3.25,2.62,2.56,3.68,4.04
200710,-99.99,1.6,2.45,1.97,1.38,2.35,2.67,1.6,2.03,1.01,1.76,2.01,2.64,2.89,2.48,2.06,1.33,2.3,1.97
200711,-99.99,-8.27,-5.95,-3.97,-8.65,-7.2,-5.95,-5.16,-3.88,-8.81,-8.48,-7.56,-6.9,-5.62,-6.24,-5.48,-4.98,-3.67,-3.93
200712,-99.99,-0.55,-0.97,-0.5,-0.57,0.08,-0.97,-1.15,-0.47,-0.45,-0.68,-0.52,0.58,-1.2,-0.78,-1.75,-0.8,0.69,-0.74
200801,-99.99,-7.51,-5.74,-6.01,-7.64,-7.02,-5.93,-5.7,-5.99,-6.78,-8.53,-7.26,-6.83,-5.57,-6.24,-4.92,-6.15,-6.15,-5.96
200802,-99.99,-3.55,-2.28,-2.91,-4.33,-3.05,-2.04,-2.06,-2.98,-3.28,-5.44,-2.11,-3.84,-3.5,-0.81,-1.84,-2.18,-2.14,-3.17
200803,-99.99,-0.52,-1.25,-0.56,-1.23,0.8,-1.02,-1.56,-0.53,-2.28,-0.11,0.76,0.82,-0.85,-1.17,-2.57,-0.97,-2.11,-0.16
200804,-99.99,2.05,6.2,4.59,1.73,3.1,7.92,5.77,4.46,0.93,2.57,2.63,3.5,6.58,9.03,5.21,6.1,6.42,4.01
200805,-99.99,4.17,5.17,1.5,3.61,5.57,5.18,4.49,1.24,3.49,3.73,5.16,5.91,5.48,4.93,4.8,4.31,3.32,0.76
200806,-99.99,-8.56,-7.11,-8.36,-8.45,-7.56,-7.16,-8.24,-8.31,-7.04,-9.87,-8.76,-6.56,-7.35,-7.01,-7.31,-8.79,-6.45,-8.75
200807,-99.99,4.35,0.26,-1.18,4.48,4.02,0.87,-2.34,-1.07,2.56,6.17,4.12,3.94,0.69,1,-2.32,-2.35,-2.64,-0.71
200808,-99.99,3.79,3.28,1.21,3.45,5.34,3.46,2.23,1.09,2.64,4.13,4.38,6.05,3.73,3.27,1.64,2.58,0.25,1.27
200809,-99.99,-8,-10.18,-9.02,-8.36,-7.36,-10.11,-12.41,-8.67,-9.4,-7.5,-7.41,-7.32,-10.6,-9.74,-11.8,-12.78,-11.41,-8.07
200810,-99.99,-20.98,-20.75,-16.37,-20.21,-21.28,-19.95,-21.31,-15.97,-20.38,-20.08,-22.28,-20.54,-20.52,-19.54,-22.01,-20.89,-21.16,-14.87
200811,-99.99,-12.97,-10.09,-7.14,-13.25,-11.49,-9.85,-9.34,-7,-15.63,-11.34,-12.48,-10.78,-12.13,-8.26,-10.04,-8.92,-10.44,-6.32
200812,-99.99,5.01,4.51,1.18,3.95,5.8,4.68,4.12,0.94,2.71,4.89,6.81,5.08,4.14,5.04,3.94,4.23,2.64,0.62
200901,-99.99,-10.81,-8.32,-7.8,-11.14,-10.79,-8.86,-6.74,-7.85,-7.62,-13.75,-10.28,-11.16,-9.86,-8.19,-5.9,-7.25,-6.83,-8.05
200902,-99.99,-12.29,-10.23,-9.67,-12.39,-11.93,-9.8,-9.41,-9.73,-12.87,-12.01,-12.13,-11.77,-9.9,-9.74,-10.02,-9.04,-9.82,-9.71
200903,-99.99,9.56,10.04,8.57,9.86,9.8,9.82,8.72,8.64,9.12,10.43,9.09,10.31,10.52,9.36,10.21,7.83,8.29,8.71
200904,-99.99,16.49,14.82,9.08,16.66,15.98,15.3,13.29,8.74,15.03,17.91,16.2,15.82,17.7,13.72,13.59,13.11,14.84,7.55
200905,-99.99,4.17,2.81,5.56,5.08,3.08,2,4.3,5.64,8.65,2.41,2.67,3.37,1.6,2.27,3.71,4.66,5.78,5.61
200906,-99.99,3.67,0.88,0.19,4.29,1.82,0.69,0.56,0.18,5.22,3.55,2.64,1.23,1.79,-0.06,0.97,0.32,-0.18,0.25
200907,-99.99,10.44,9.42,7.4,10.04,10.08,9.85,8.74,7.3,10.2,9.93,10.96,9.34,10.38,9.44,8.88,8.66,8.61,7.03
200908,-99.99,4.37,3.81,3.23,5.6,3.56,3.37,4.85,3.06,7.51,4.25,2.74,4.26,3.84,3.01,4.22,5.26,3.67,2.94
200909,-99.99,7.23,6.17,3.68,6.82,6.72,6.25,6.55,3.42,6.51,7.04,7.79,5.81,5.69,6.69,6.24,6.74,4.77,3.14
200910,-99.99,-8.18,-5.46,-1.65,-8.45,-7.47,-5.51,-4.55,-1.39,-8.11,-8.7,-7.83,-7.16,-6.22,-4.98,-4.57,-4.53,-2.94,-1.06
200911,-99.99,2.39,4.19,5.9,1.58,2.91,4.08,4.48,6.06,1.75,1.46,3.45,2.43,3.41,4.58,5.18,4.03,4.45,6.39
200912,-99.99,8.83,6.83,1.98,8.18,9.29,7.17,5.96,1.61,6.65,9.28,9.68,8.96,7.53,6.9,5.41,6.32,4.24,1.07
201001,-99.99,-3.11,-3.31,-3.42,-2.96,-2.87,-3.46,-3.58,-3.4,-1.2,-4.2,-3.3,-2.49,-3.8,-3.19,-3.49,-3.64,-3.15,-3.45
201002,-99.99,4.9,4.85,3.14,5.38,3.98,5.34,5.35,2.91,4.2,6.23,4.29,3.71,5.98,4.86,4.72,5.75,3.86,2.71
201003,-99.99,8.13,7.91,5.87,8.18,8.5,7.95,7.81,5.68,7.86,8.4,8.06,8.87,7.63,8.19,7.4,8.07,5.71,5.67
201004,-99.99,7.47,4.92,1.2,8.95,5.35,4.44,4.37,0.97,10.45,7.89,5.57,5.17,5.92,3.3,5.46,3.69,2.37,0.67
201005,-99.99,-8.08,-7.49,-7.92,-8.44,-7.84,-7.35,-7.03,-8.03,-8.67,-8.28,-7.59,-8.06,-7.75,-7.04,-7.41,-6.8,-7.5,-8.14
201006,-99.99,-8.25,-7.24,-5.14,-8.57,-8.06,-7.21,-6.52,-5.03,-9.36,-8.01,-7.83,-8.27,-8.06,-6.55,-6.79,-6.35,-4.88,-5.06
201007,-99.99,6.41,6.96,6.97,5.99,6.8,7.02,7.23,6.93,5.45,6.43,7.05,6.62,7.73,6.53,7.06,7.32,7.23,6.86
201008,-99.99,-8.49,-5.96,-4.39,-8.93,-7.33,-6.23,-4.75,-4.37,-8.6,-9.2,-7.82,-6.96,-7.35,-5.46,-5.07,-4.58,-4.39,-4.37
201009,-99.99,12.18,12.04,9.07,11.7,13.36,12.66,10.75,8.88,11.21,12.11,12.87,13.72,12.83,12.54,10.33,10.98,10.39,8.55
201010,-99.99,4.8,3.2,3.92,5.28,3.32,4.05,3.49,3.9,4.48,5.94,4.12,2.72,4.08,4.03,2.22,4.15,3.67,3.95
201011,-99.99,3.71,3.39,0.13,3.83,3.67,4.06,2.93,-0.21,2.71,4.75,3.52,3.79,4.33,3.87,2.21,3.3,1.37,-0.55
201012,-99.99,9.05,7.53,6.5,8.94,8.32,7.44,6.86,6.5,9.25,8.69,9.22,7.63,7.98,7.07,7.62,6.47,6.59,6.48
201101,-99.99,-0.63,1.77,2.3,-1.37,0.84,1.45,2.28,2.32,0.4,-2.78,0.45,1.13,-0.03,2.48,2.58,2.13,1.63,2.47
201102,-99.99,5.28,4.95,3.3,4.43,5.93,5.64,4.1,3.19,4.28,4.56,6.47,5.51,5.16,5.96,3.65,4.32,3.96,3.03
201103,-99.99,2.95,2.67,0.07,2.51,2.5,3.25,2.01,-0.13,1.28,3.5,3.56,1.67,3.18,3.3,2.33,1.85,0.95,-0.37
201104,-99.99,1.42,3.16,3.01,1.35,2.32,3.5,2.66,3.06,0.25,2.22,1.52,2.95,3.24,3.68,2.75,2.62,3.38,2.99
201105,-99.99,-2.96,-1.16,-1.19,-2.63,-2.08,-1.4,-0.47,-1.29,-2.71,-2.56,-3.41,-1.05,-1.67,-1.22,-0.86,-0.27,-0.79,-1.4
201106,-99.99,-2.39,-1.6,-1.68,-2.74,-1.32,-1.55,-2.03,-1.64,-2.48,-2.94,-1.91,-0.87,-1.54,-1.55,-2.06,-2.01,-1.54,-1.66
201107,-99.99,-3.27,-4.17,-2.06,-2.65,-4.18,-4.24,-3.61,-1.92,-2.46,-2.81,-4.1,-4.24,-4.95,-3.64,-4.06,-3.33,-3.87,-1.46
201108,-99.99,-10.34,-8.2,-5.46,-10.77,-9.53,-8.23,-7.7,-5.23,-10.67,-10.85,-9.77,-9.34,-7.89,-8.52,-7.66,-7.73,-5.8,-5.09
201109,-99.99,-11.15,-10.97,-6.91,-11.25,-11.13,-11.34,-9.91,-6.65,-11.03,-11.46,-11.02,-11.22,-11.55,-11.16,-10.41,-9.6,-8.54,-6.21
201110,-99.99,14.25,15.07,10.75,13.08,15.74,15.38,14.12,10.45,10.22,15.65,15.81,15.67,15.28,15.46,14.44,13.91,11.43,10.23
201111,-99.99,-1.04,-0.05,-0.27,-1.52,-0.36,-0.13,-0.23,-0.25,-2.21,-0.93,-0.42,-0.31,-1.28,0.83,0.15,-0.47,-0.69,-0.16
201112,-99.99,0.47,-0.09,0.82,0.96,0.27,-0.16,-0.52,0.96,1.41,0.58,-0.15,0.62,-0.15,-0.17,-0.33,-0.64,-0.88,1.38
201201,-99.99,8.09,6.26,4.74,8.76,6.8,6.26,6.22,4.6,8.17,9.25,7.22,6.46,6.36,6.17,6.18,6.25,5.64,4.37
201202,-99.99,2.39,4.15,4.57,1.61,3.38,3.99,4.79,4.54,2.68,0.7,3.4,3.37,3.44,4.46,4.71,4.83,4.38,4.58
201203,-99.99,2.97,1.81,3.23,3.67,2.38,1.41,1.87,3.37,4.76,2.73,2.09,2.62,2.42,0.55,1.93,1.82,2.35,3.6
201204,-99.99,-1.96,-0.92,-0.73,-1.84,-1.5,-1.12,-0.47,-0.77,-1.13,-2.47,-2.11,-1,-1.18,-1.08,-0.64,-0.37,-0.73,-0.78
201205,-99.99,-6.96,-7.06,-6.01,-6.97,-6.56,-6.78,-7.76,-5.85,-5.85,-7.97,-6.95,-6.24,-6.2,-7.29,-7.77,-7.76,-6.45,-5.71
201206,-99.99,5.97,2.94,3.91,5.97,5.1,3.5,1.94,4.07,6.06,5.9,5.95,4.41,4.11,2.96,1.58,2.16,3,4.3
201207,-99.99,-2.06,-0.85,1.16,-2.1,-1.72,-0.87,-0.82,1.36,-1.9,-2.28,-1.99,-1.56,-1.91,-0.06,-0.45,-1.04,0.64,1.51
201208,-99.99,2.97,3.79,2.37,2.71,2.67,4.04,3.85,2.26,2.51,2.9,3.36,2.28,4.73,3.52,4.3,3.58,2.88,2.13
201209,-99.99,4.83,2.56,2.64,4.42,4.16,2.67,2.25,2.66,4.71,4.17,5.44,3.44,2.23,3.02,1.94,2.44,1.94,2.81
201210,-99.99,-3.09,-1.28,-1.74,-3.36,-2.88,-1.06,-0.19,-1.9,-2.97,-3.71,-2.7,-2.99,0.22,-2.05,-0.64,0.08,-1.55,-1.98
201211,-99.99,0.61,1.94,0.61,0.46,0.42,2.38,1.75,0.53,-0.79,1.57,0.84,0.17,1.75,2.89,2.29,1.42,1.32,0.36
201212,-99.99,3.6,2.58,0.85,3.42,3.56,2.84,2.55,0.65,1.73,4.9,3.85,3.39,2.84,2.84,1.85,2.97,1.86,0.39
201301,-99.99,6.11,7.23,5.37,5.79,6.52,6.59,7.6,5.21,7.21,4.57,6.58,6.48,6.71,6.49,8.43,7.1,6.82,4.86
201302,-99.99,1.09,1.44,1.29,0.72,1.3,1.18,1.31,1.33,0.83,0.63,1.62,1.11,1.02,1.3,1.93,0.94,1.64,1.25
201303,-99.99,4.99,4.74,3.9,5.36,4.52,4.76,4.76,3.82,5.41,5.31,4.47,4.54,4.7,4.81,4.81,4.74,4.24,3.72
201304,-99.99,-0.33,-0.14,1.82,0.24,-0.76,-0.62,0.94,1.89,0.57,-0.05,-1.15,-0.53,-0.7,-0.56,0.63,1.12,1.44,1.99
201305,-99.99,5.91,4.75,2.5,5.54,5.53,4.6,3.26,2.52,4.52,6.44,6.45,4.98,4.79,4.45,4.82,2.31,2.45,2.53
201306,-99.99,0.84,-1.02,-1.35,0.58,0.35,-0.85,-1.69,-1.32,1.54,-0.25,1.21,-0.16,-0.86,-0.84,-1.65,-1.71,-0.49,-1.5
201307,-99.99,7.95,7.06,5.36,8.1,6.89,7.59,6.54,5.27,7.9,8.28,7.73,6.32,7.53,7.64,6.74,6.41,5.63,5.18
201308,-99.99,-2.92,-2.63,-2.72,-2.84,-2.57,-2.78,-2.24,-2.79,-2.65,-3,-3.05,-2.25,-3.41,-2.29,-2.61,-2,-2.49,-2.85
201309,-99.99,6.89,5.79,3.35,7.1,6.38,5.58,5.26,3.21,6.69,7.47,6.58,6.24,5.15,5.91,5.84,4.9,4.25,2.97
201310,-99.99,2.13,3.18,4.44,1.63,2.08,3.76,3.25,4.56,1.82,1.46,2.86,1.55,3.74,3.78,3.22,3.27,3.72,4.75
201311,-99.99,5.03,3.06,3.09,5.85,4.31,3.4,1.87,3.21,5.37,6.28,3.88,4.6,3.43,3.38,1.95,1.82,2.35,3.4
201312,-99.99,2.28,2.92,2.66,2.05,2.25,2.81,3.19,2.63,2.67,1.52,2.61,2.01,2.48,3.06,3.48,3,3.09,2.52
201401,-99.99,-1.74,-2.56,-3.55,-1.29,-3.15,-2.39,-2.84,-3.58,0.6,-2.97,-2.38,-3.68,-2.96,-1.95,-2.25,-3.23,-2.27,-3.88
201402,-99.99,4.75,5.19,4.62,4.67,4.75,5.46,5.76,4.47,4.38,4.94,4.87,4.67,4.59,6.12,5.1,6.19,6.07,4.1
201403,-99.99,-0.27,-0.7,0.75,-0.35,-0.44,-0.94,-0.14,0.81,-0.97,0.22,-0.16,-0.63,-0.73,-1.1,-0.44,0.06,-0.24,1.07
201404,-99.99,-5.04,-2.34,0.54,-5.6,-4.04,-2.61,-1.4,0.73,-5.63,-5.57,-4.23,-3.91,-2.93,-2.37,-1.31,-1.46,-0.06,0.92
201405,-99.99,-0.55,1.26,2.27,-0.82,0.36,1.4,2.2,2.23,-0.65,-0.97,-0.18,0.73,1.33,1.44,1.34,2.75,2.39,2.19
201406,-99.99,5.78,5.12,2.03,5.5,6.26,5.09,4.06,1.87,4.81,6.13,6.16,6.33,4.85,5.27,4.63,3.69,2.85,1.64
201407,-99.99,-6.81,-5,-1.42,-6.7,-5.89,-5.6,-3.37,-1.3,-6.07,-7.31,-6.94,-5.05,-6,-5.32,-4.3,-2.7,-2.15,-1.11
201408,-99.99,4.4,5.2,4.09,3.72,5.14,5.11,5.27,3.98,3.75,3.69,5.15,5.12,4.55,5.51,5.33,5.23,4.63,3.84
201409,-99.99,-5.77,-4.96,-1.39,-6.02,-5.35,-5.38,-3.88,-1.2,-4.93,-7.08,-5.51,-5.23,-5.48,-5.31,-4.37,-3.54,-2.23,-0.96
201410,-99.99,5.68,3.5,2.22,4.97,6.3,4.51,2.51,2.12,3.28,6.65,6.44,6.2,5.3,3.96,1.26,3.37,2.66,2
201411,-99.99,-0.29,1.03,2.88,-1.02,0.15,1.35,2.3,2.86,-1.06,-0.98,0.48,-0.11,1.72,1.1,1.14,3.08,2.71,2.9
201412,-99.99,4.46,0.55,-0.35,5.28,2.39,0.88,0.48,-0.46,4.77,5.78,3.6,1.41,1.54,0.41,-0.2,0.93,-0.03,-0.56
201501,-99.99,-4.32,-2.67,-3.07,-4.54,-3.95,-2.76,-1.61,-3.23,-3.57,-5.46,-4.07,-3.85,-4.2,-1.75,-2.05,-1.32,-2.24,-3.45
201502,-99.99,6.55,6.96,6.07,5.61,6.55,7.5,7.1,5.95,4.66,6.52,7.52,5.75,7.36,7.6,6.83,7.28,6.13,5.91
201503,-99.99,1.66,1.11,-1.6,1.46,1.89,1.07,0.5,-1.77,1.48,1.43,1.86,1.92,1.38,0.87,0.8,0.3,-0.82,-1.99
201504,-99.99,-2.31,-1.1,1.02,-2.33,-2.18,-1.6,-0.64,1.21,-1.81,-2.82,-2.28,-2.1,-1.9,-1.4,-0.05,-1.02,-0.15,1.52
201505,-99.99,2.49,2.01,1.27,2.38,2.73,2.67,1.7,1.19,1.7,3.04,2.61,2.84,1.91,3.19,0.86,2.24,1.14,1.19
201506,-99.99,2.28,-0.74,-1.85,2.69,0.71,-0.25,-1.26,-1.93,1.04,4.26,1.87,-0.27,0.68,-0.89,-1.54,-1.08,-2.41,-1.82
201507,-99.99,-3.83,-0.67,2.04,-5.18,-1.99,-1.82,0.8,2.16,-4.95,-5.34,-2.34,-1.72,-2.07,-1.64,0.95,0.69,0.14,2.59
201508,-99.99,-5.19,-6.01,-6.09,-4.56,-6.41,-5.3,-5.95,-6.14,-3.89,-5.03,-5.86,-6.81,-6.28,-4.57,-6.43,-5.61,-5.06,-6.36
201509,-99.99,-6.29,-5.15,-2.77,-6.72,-6.01,-5.55,-4.64,-2.58,-6.03,-7.22,-5.82,-6.15,-5.4,-5.67,-4.33,-4.86,-3.01,-2.5
201510,-99.99,5.67,5.59,8.15,5.33,5.33,5.96,6.31,8.26,3.97,6.31,6.03,4.8,6.31,5.72,5.5,6.87,6.34,8.66
201511,-99.99,3.92,1.91,0.34,3.08,4.89,1.71,1.06,0.27,2.83,3.25,4.83,4.93,3.15,0.66,0.98,1.12,-0.44,0.42
201512,-99.99,-5.1,-4.65,-1.75,-4.88,-4.86,-5.39,-3.78,-1.58,-4.15,-5.39,-5.33,-4.51,-6.13,-4.85,-3.94,-3.67,-2.69,-1.36
201601,-99.99,-10.37,-8.13,-5.44,-10.23,-10.28,-8.28,-8.04,-5.17,-9.7,-10.6,-10.52,-10.09,-8.69,-7.98,-7.22,-8.61,-5.27,-5.15
201602,-99.99,-0.07,1.29,-0.15,-0.59,0.41,1.63,0.88,-0.21,-0.71,-0.5,0.49,0.35,1.18,1.97,1.3,0.58,1.24,-0.49
201603,-99.99,7.16,8.24,6.64,6.64,8.18,8.23,8.33,6.48,5.1,7.74,7.7,8.53,8.94,7.7,8.15,8.46,7.55,6.27
201604,-99.99,3.43,1.63,0.56,3.57,2.23,1.69,1.75,0.45,4.68,2.8,3.27,1.44,1.78,1.62,1.64,1.83,0.94,0.35
201605,-99.99,1.33,1.78,1.77,0.03,2.22,1.18,2.72,1.67,-0.33,0.29,2.66,1.89,0.53,1.67,2.34,3,1.15,1.78
201606,-99.99,0.19,-0.69,-0.05,-0.45,-0.24,-0.55,-1.19,0.08,-0.14,-0.66,0.82,-1.06,0.69,-1.48,-0.7,-1.54,1.33,-0.17
201607,-99.99,6.08,5.3,3.75,5.42,6.72,5.73,4.53,3.68,4.47,6.13,6.79,6.65,6,5.52,4.32,4.67,4.49,3.51
201608,-99.99,2.29,1.25,0.34,3.69,2.24,1.68,1.23,0.19,3.25,4,0.81,3.42,1.86,1.54,-0.05,2.05,-0.37,0.31
201609,-99.99,3.48,0.59,0.12,4.11,2.21,0.58,0.06,0.13,4.73,3.65,2.78,1.75,0.62,0.55,0.16,0,0.96,-0.05
201610,-99.99,-5.9,-4.13,-1.64,-6.27,-6.31,-4.05,-2.16,-1.65,-6.77,-5.91,-5.49,-6.96,-4.44,-3.75,-3.09,-1.57,-2.95,-1.38
201611,-99.99,12.45,10.02,3.86,12.53,12.6,10.08,6.96,3.7,9.82,14.5,12.37,12.79,11.22,9.2,8.9,5.76,5.98,3.23
201612,-99.99,3.54,1.3,1.87,4.45,1.75,1.57,0.59,2.01,3.23,5.3,2.52,1.14,1.89,1.32,1.04,0.3,1.33,2.16
201701,-99.99,-0.27,1.82,2.17,-0.34,0.66,1.28,2.73,2.11,-0.29,-0.38,-0.19,1.36,1.43,1.16,2.63,2.79,3.3,1.86
201702,-99.99,1.65,2.08,3.97,0.86,1.96,1.77,3.18,4.01,1.03,0.75,2.53,1.5,1.26,2.18,2.65,3.52,2.7,4.28
201703,-99.99,0.27,0.15,0.18,0.59,0.34,-0.06,0,0.21,2.17,-0.5,-0.08,0.69,0.31,-0.36,0.19,-0.13,0.01,0.25
201704,-99.99,1.16,0.63,1.23,0.47,1.52,0.55,0.94,1.23,0.14,0.7,1.93,1.19,0.64,0.48,0.51,1.2,1.11,1.25
201705,-99.99,-2.4,-1.24,1.51,-2.58,-2.43,-1.52,0.18,1.6,-2.06,-2.94,-2.21,-2.62,-2.09,-1.07,-0.39,0.54,2.13,1.49
201706,-99.99,5.03,2.34,0.59,5.5,3.83,2.38,1.72,0.5,4.69,6.07,4.51,3.27,2.12,2.58,1.95,1.58,0.09,0.59
201707,-99.99,-0.41,1.35,2.07,-1.09,0.72,1.27,1.44,2.14,-1.27,-0.98,0.4,0.97,1.51,1.09,1.61,1.35,1.84,2.19
201708,-99.99,-1.4,-1.09,0.38,-1.39,-2.02,-1.26,-0.25,0.44,-1.65,-1.22,-1.42,-2.48,-1.53,-1.06,-0.34,-0.19,-1.43,0.8
201709,-99.99,7.99,5.16,2.02,8.52,7.54,5.22,3.66,1.89,9,8.22,7.37,7.67,6.57,4.22,4.13,3.39,2.48,1.78
201710,-99.99,-0.01,1.63,2.43,-0.3,0.27,1.39,2.06,2.48,-0.86,0.06,0.32,0.22,0.35,2.17,2.49,1.81,1.54,2.67
201711,-99.99,2.84,3.19,3.2,3.06,2.65,3.46,4.15,3.05,2.95,3.13,2.58,2.71,3,3.8,3.06,4.77,3.05,3.06
201712,-99.99,0.25,0.71,1.19,0.23,0.57,0.35,1,1.22,0.92,-0.21,0.28,0.8,0.04,0.57,1.13,0.93,1.73,1.12
201801,-99.99,2.41,3.56,6.01,2.72,2.42,3.59,4.64,6.1,2.17,3.07,2.04,2.72,2.86,4.13,3.85,5.09,4.49,6.4
201802,-99.99,-3.26,-3.98,-3.54,-3.21,-3.35,-4.4,-3.79,-3.52,-3.83,-2.81,-3.32,-3.37,-4.21,-4.54,-3.7,-3.83,-3.7,-3.48
201803,-99.99,1.3,0.62,-2.61,1.3,1.08,0.65,0.08,-2.84,1.07,1.44,1.3,0.91,0.95,0.43,0.48,-0.14,-0.7,-3.23
201804,-99.99,1.71,0.22,0.34,1.38,1.85,0.29,-0.3,0.4,1.47,1.32,2.11,1.66,1.7,-0.76,-0.42,-0.23,-0.13,0.5
201805,-99.99,6.88,5.2,2.35,7.67,6.36,5.16,3.49,2.31,7.61,7.71,5.94,6.69,6.79,3.94,4.64,2.87,0.14,2.72
201806,-99.99,1.38,0.3,0.6,1.75,1.07,0.08,0.8,0.55,1.11,2.16,0.94,1.17,1.04,-0.65,0.19,1.13,0.31,0.59
201807,-99.99,0.59,1.94,3.71,-0.67,2.13,1.78,2.38,3.8,-1.02,-0.44,1.98,2.25,1.65,1.9,1.99,2.62,3.51,3.86
201808,-99.99,4.63,3.86,3.53,3.99,4.88,4.07,3.15,3.58,2.95,4.68,5.31,4.52,3.02,4.99,3.36,3.01,2.88,3.7
201809,-99.99,-2.86,-1.63,0.54,-2.48,-2.13,-2.19,-0.54,0.6,-1.87,-2.88,-3.27,-1.16,-2.23,-2.15,-1.19,-0.12,-0.23,0.75
201810,-99.99,-11.61,-10.75,-6.94,-11.34,-11.78,-10.26,-9.01,-6.86,-10.38,-11.96,-11.9,-11.67,-11.51,-9.21,-10.93,-7.82,-8.76,-6.52
201811,-99.99,-0.07,2.47,1.85,-1.32,1.85,1.49,2.22,1.89,-2.35,-0.64,1.27,2.33,1.64,1.36,3.64,1.38,2.54,1.78
201812,-99.99,-12.04,-11.93,-9,-12.44,-12.3,-11.71,-11.04,-8.87,-12.66,-12.3,-11.62,-12.86,-12.37,-11.17,-11.82,-10.56,-9.47,-8.76
201901,-99.99,10.58,12.29,8.03,10.61,10.75,12.26,11.06,7.86,11.62,9.95,10.53,10.93,12.89,11.75,12.83,9.99,10.38,7.42
201902,-99.99,5.5,5.68,3.29,5.28,5.46,5.31,4.91,3.23,4.19,6.02,5.73,5.23,4.71,5.8,6.28,4.08,4.96,2.92
201903,-99.99,-2.43,-1.43,1.75,-2.77,-2.43,-1.52,0.5,1.79,-2.84,-2.72,-2.08,-2.71,-2.38,-0.82,-0.86,1.34,0.75,1.97
201904,-99.99,2.51,4.25,4.24,1.75,2.81,4.71,3.75,4.32,1.27,2.07,3.29,2.41,4.12,5.19,4.43,3.34,4.14,4.36
201905,-99.99,-7.51,-8.27,-6.57,-7.13,-8.91,-7.41,-7,-6.62,-6.33,-7.65,-7.9,-9.77,-8.08,-6.86,-8.7,-5.97,-6.31,-6.68
